Date,Open,High,Low,Close,Volume,Adj Close
2016-12-30,11443.30957,11481.660156,11405.769531,11481.05957,41810900,11481.05957
2016-12-29,11411.360352,11459.19043,11404.820312,11451.049805,43753300,11451.049805
2016-12-28,11469.450195,11475.889648,11459.400391,11474.990234,000,11474.990234
2016-12-27,11457.910156,11481.459961,11451.549805,11472.240234,000,11472.240234
2016-12-23,11477.230469,11480.179688,11409.429688,11449.929688,53446200,11449.929688
2016-12-22,11444.410156,11475.759766,11428.769531,11456.099609,49975200,11456.099609
2016-12-21,11445.230469,11479.879883,11440.290039,11468.639648,62382000,11468.639648
2016-12-20,11415.299805,11472.080078,11406.950195,11464.740234,75800700,11464.740234
2016-12-19,11384.030273,11426.700195,11380.120117,11426.700195,80884600,11426.700195
2016-12-16,11368.639648,11451.570312,11357.150391,11404.009766,178636700,11404.009766
2016-12-15,11267.030273,11387.110352,11267.030273,11366.400391,141375800,11366.400391
2016-12-14,11254.469727,11281.429688,11235.240234,11244.839844,90297900,11244.839844
2016-12-13,11194.669922,11300.44043,11191.639648,11284.650391,98486400,11284.650391
2016-12-12,11198.419922,11213.040039,11141.860352,11190.209961,89811700,11190.209961
2016-12-09,11170.179688,11231.69043,11145.980469,11203.629883,103830000,11203.629883
2016-12-08,11035.759766,11193.099609,10990.599609,11179.419922,174835000,11179.419922
2016-12-07,10885.049805,10988.790039,10873.80957,10986.69043,000,10986.69043
2016-12-06,10685.00,10786.259766,10668.669922,10775.320312,138410900,10775.320312
2016-12-05,10494.639648,10730.740234,10493.620117,10684.830078,104048900,10684.830078
2016-12-02,10436.480469,10545.370117,10402.589844,10513.349609,83810700,10513.349609
2016-12-01,10593.05957,10627.099609,10502.540039,10534.049805,90595700,10534.049805
2016-11-30,10615.790039,10691.669922,10606.040039,10640.299805,000,10640.299805
2016-11-29,10562.150391,10624.759766,10539.230469,10620.490234,000,10620.490234
2016-11-28,10655.919922,10658.360352,10554.94043,10582.669922,73586600,10582.669922
2016-11-25,10700.169922,10710.160156,10649.370117,10699.269531,000,10699.269531
2016-11-24,10689.160156,10715.650391,10653.620117,10689.259766,000,10689.259766
2016-11-23,10718.889648,10742.660156,10602.209961,10662.44043,92668900,10662.44043
2016-11-22,10745.669922,10767.730469,10707.870117,10713.849609,000,10713.849609
2016-11-21,10697.950195,10727.089844,10595.139648,10685.129883,000,10685.129883
2016-11-18,10735.049805,10737.980469,10649.120117,10664.55957,000,10664.55957
2016-11-17,10640.360352,10686.879883,10604.320312,10685.540039,000,10685.540039
2016-11-16,10726.339844,10735.469727,10610.269531,10663.870117,95844100,10663.870117
2016-11-15,10720.929688,10748.30957,10666.169922,10735.139648,104106500,10735.139648
2016-11-14,10750.620117,10802.389648,10677.089844,10693.69043,000,10693.69043
2016-11-11,10702.879883,10714.469727,10584.30957,10667.950195,129405900,10667.950195
2016-11-10,10710.040039,10793.969727,10575.959961,10630.120117,185559300,10630.120117
2016-11-09,10181.889648,10646.549805,10174.919922,10646.009766,000,10646.009766
2016-11-08,10449.519531,10486.040039,10414.830078,10482.320312,75733000,10482.320312
2016-11-07,10410.55957,10456.950195,10381.139648,10456.950195,000,10456.950195
2016-11-04,10281.870117,10286.389648,10212.530273,10259.129883,000,10259.129883
2016-11-03,10341.860352,10406.719727,10325.879883,10325.879883,82700800,10325.879883
2016-11-02,10443.519531,10460.929688,10368.200195,10370.929688,000,10370.929688
2016-11-01,10724.139648,10730.480469,10506.389648,10526.160156,75642800,10526.160156
2016-10-31,10658.669922,10687.740234,10634.339844,10665.009766,68348800,10665.009766
2016-10-28,10634.990234,10716.160156,10583.570312,10696.19043,70574500,10696.19043
2016-10-27,10691.860352,10772.669922,10656.179688,10717.080078,81591200,10717.080078
2016-10-26,10726.219727,10737.790039,10632.290039,10709.679688,75861000,10709.679688
2016-10-25,10786.25,10827.719727,10738.360352,10757.30957,89706100,10757.30957
2016-10-24,10743.870117,10820.080078,10743.870117,10761.169922,77496000,10761.169922
2016-10-21,10710.509766,10737.259766,10672.349609,10710.730469,84256600,10710.730469
2016-10-20,10665.75,10748.410156,10592.889648,10701.389648,103219300,10701.389648
2016-10-19,10626.990234,10672.219727,10587.709961,10645.679688,73697200,10645.679688
2016-10-18,10560.139648,10657.339844,10543.69043,10631.549805,88963500,10631.549805
2016-10-17,10544.69043,10583.700195,10491.280273,10503.570312,61818000,10503.570312
2016-10-14,10450.05957,10615.299805,10449.469727,10580.379883,98226700,10580.379883
2016-10-13,10425.790039,10430.830078,10349.05957,10414.070312,95793600,10414.070312
2016-10-12,10572.719727,10604.00,10503.200195,10523.070312,87689500,10523.070312
2016-10-11,10600.94043,10692.360352,10568.719727,10577.160156,95044500,10577.160156
2016-10-10,10496.009766,10639.410156,10454.980469,10624.080078,98623700,10624.080078
2016-10-07,10549.69043,10579.089844,10465.349609,10490.860352,121513900,10490.860352
2016-10-06,10641.129883,10641.129883,10537.679688,10568.799805,105395600,10568.799805
2016-10-05,10535.620117,10622.44043,10486.629883,10585.780273,93834300,10585.780273
2016-10-04,10492.969727,10646.719727,10492.25,10619.610352,127581300,10619.610352
2016-09-30,10240.69043,10531.259766,10189.94043,10511.019531,182523300,10511.019531
2016-09-29,10545.599609,10575.339844,10370.230469,10405.540039,100763500,10405.540039
2016-09-28,10425.889648,10518.360352,10417.150391,10438.339844,85106500,10438.339844
2016-09-27,10451.400391,10455.879883,10265.69043,10361.480469,108139900,10361.480469
2016-09-26,10555.19043,10560.830078,10385.629883,10393.709961,102283700,10393.709961
2016-09-23,10662.490234,10675.620117,10610.950195,10626.969727,67901700,10626.969727
2016-09-22,10518.530273,10705.400391,10517.799805,10674.179688,95985000,10674.179688
2016-09-21,10496.429688,10535.25,10427.219727,10436.490234,76659200,10436.490234
2016-09-20,10374.679688,10465.950195,10371.620117,10393.860352,71825800,10393.860352
2016-09-19,10349.870117,10381.929688,10326.75,10373.870117,70609900,10373.870117
2016-09-16,10403.669922,10427.200195,10262.19043,10276.169922,208528600,10276.169922
2016-09-15,10360.839844,10446.400391,10337.230469,10431.200195,80876200,10431.200195
2016-09-14,10410.299805,10450.410156,10369.719727,10378.400391,91180200,10378.400391
2016-09-13,10483.070312,10507.040039,10382.849609,10386.599609,87264800,10386.599609
2016-09-12,10380.459961,10431.900391,10299.379883,10431.769531,167050700,10431.769531
2016-09-09,10641.80957,10671.660156,10539.30957,10573.44043,98867100,10573.44043
2016-09-08,10749.820312,10780.419922,10570.05957,10675.290039,90892100,10675.290039
2016-09-07,10706.860352,10775.929688,10659.730469,10752.980469,77370600,10752.980469
2016-09-06,10704.889648,10742.490234,10657.429688,10687.139648,65211500,10687.139648
2016-09-05,10712.169922,10740.389648,10671.549805,10672.219727,000,10672.219727
2016-09-02,10570.700195,10693.639648,10516.80957,10683.820312,81176300,10683.820312
2016-09-01,10622.330078,10676.320312,10492.290039,10534.30957,101346300,10534.30957
2016-08-31,10627.179688,10666.80957,10591.44043,10592.69043,87245500,10592.69043
2016-08-30,10588.709961,10688.480469,10588.480469,10657.639648,60222800,10657.639648
2016-08-29,10503.879883,10566.69043,10441.80957,10544.44043,34008000,10544.44043
2016-08-26,10512.209961,10613.05957,10484.030273,10587.769531,48189200,10587.769531
2016-08-25,10576.55957,10576.55957,10470.730469,10529.589844,53105500,10529.589844
2016-08-24,10531.139648,10653.169922,10515.160156,10622.969727,61030600,10622.969727
2016-08-23,10542.950195,10627.00,10516.269531,10592.879883,55918700,10592.879883
2016-08-22,10528.879883,10656.25,10443.480469,10494.349609,58911200,10494.349609
