1,-26.4771176848854,-27.0437593086298,-28.752643740284,-36.6858651942315,-37.192612056932,-67.0816025127616,-36.1100631813577,-36.4366405704487,-35.2738461750478,-25.7991570256581,-21.7516290417944,-24.6480493748365,-29.8073164507148,-36.4389199332085,-47.1455858446403,-35.7628736168112,-34.6390346305701,-33.3531977052277
2,-32.8803282522544,-34.1193809974721,-32.2369073958397,-34.7680833824038,-34.997648946228,-34.5042822740931,-35.1831731727164,-32.478358181935,-36.6030337814308,-28.8083127050598,-33.1476398420227,-34.7407629340281,-6.22621733369644E+075,-28.549068726343,-35.3696330583945,-27.805383764878,-32.3851625580476,-40.2868195263568
3,-35.6855902256257,-37.6967314761484,-35.0817483159484,-40.7266453195966,-38.7621042875414,-Inf,-43.5707386583062,-42.286934717451,-42.769924260614,-31.2531821025114,-38.6996636073517,-34.9851680514583,-34.9224808850751,-34.5846687235285,-39.4637559517733,-36.3473297263244,-62.3574263495822,-57.6459516257709
4,-32.9103838906043,-34.6258346295912,-32.299233395109,-35.2940542633894,-48.182303731649,-41.9050558379096,-40.9259649581914,-40.1931530022021,-40.6125797566353,-26.1255137991848,-31.9885329303969,-31.4558504065454,-31.8421902168863,-38.0846421643706,-34.0393782691203,-36.4963841836914,-41.2211355834708,-38.9590420025521
5,-32.8961637118063,-31.8024879664657,-31.1397317450807,-37.833245003725,-45.6908075076394,-36.6964576672611,-38.2617627666877,-38.7607484496498,-39.572408354577,-28.8688189093979,-36.8458320231155,-33.7843991571242,-26.4178894708772,-31.6913396239595,-32.3967955909496,-36.901631450558,-31.1520563446589,-28.1767053395256
6,-37.6428476237334,-33.6831404308522,-34.7050094878878,-35.3545944143468,-34.7939893004885,-36.9464467008056,-36.0064921206842,-39.1435562005896,-39.6912305265228,-28.2515529320062,-27.3150146428371,-36.7454112935938,-28.9554792979794,-31.9610217914633,-34.4852453629986,-27.055250833144,-31.7947680185723,-30.9802215480716
7,-36.3735140453796,-31.3058305527982,-31.7446967214095,-31.4975919981639,-32.146447914865,-34.7860445616119,-36.5173774309539,-38.9429237686833,-36.571748486305,-29.0909642898967,-44.6536164204971,-42.9743858021078,-27.7780525888076,-29.1933941168917,-42.5970327174304,-35.4352930940786,-35.2055384545858,-39.1155176828967
8,-31.4292420073156,-32.7277544026738,-31.9556370523308,-31.3482521258723,-31.3907426584735,-35.0976612781442,-33.0109885486864,-35.1948603442658,-31.4112665200699,-25.2286768488978,-27.2888864028425,-34.5471922201871,-26.5675951896972,-35.3973340546686,-27.4501073229031,-38.2888134470982,-35.6039725810169,-30.3244090355343
9,-28.1684653731144,-31.8332324429191,-29.5331532955797,-29.722366086074,-29.5820779184467,-30.0007755725642,-31.5624393212596,-34.1650307532916,-31.5258522325606,-25.2458825172226,-25.2976592119067,-30.2900907608361,-28.7773078058547,-38.5009256930957,-27.7992309944851,-25.6411002635596,-33.7805098503426,-24.2905676415373
10,-29.4176398353888,-29.9338772881062,-29.7822740082165,-30.1936624665987,-28.5198574894264,-29.3585213806227,-31.0883692987346,-33.5697666881038,-35.2634513466643,-30.6602997419847,-29.6938168519131,-29.8865200206653,-29.2549062309351,-28.6059278885143,-38.830892432457,-25.3294380576809,-22.333510319632,-32.2510147444578
11,-28.6065517362559,-27.4253930854434,-27.7736770925939,-30.127844731328,-28.9475104881818,-26.8135135075448,-30.5040103794275,-31.4702179708486,-33.8695931605846,-29.1055047153608,-24.278830210404,-32.5932220506916,-31.9153981889266,-24.8935137297314,-28.5783306146757,-23.309332625602,-24.4650690570415,-40.5911588116896
12,-29.1517201425024,-28.5586452107796,-27.7147651804541,-27.3304771624256,-29.1315510247507,-39.4834605997693,-27.3030527030072,-32.553128906848,-30.9240502063484,-21.3748142357386,-24.7803920780798,-24.6552730685026,-29.5100125754899,-29.0221031744388,-25.6638466451605,-27.3403381072408,-25.2628031242314,-26.7361082539217
13,-28.217238927038,-26.9635252094071,-27.2512948594994,-26.7421438839761,-24.4963699321857,-27.1767122298706,-28.6054436077528,-33.9641708921468,-29.5037072369183,-28.005753536539,-17.1067664739126,-25.5503145806351,-22.4694632788853,-21.7484077538696,-20.8456503368506,-30.1720990226286,-24.2464715309413,-22.7935795855968
14,-24.1959761828423,-24.7302007499541,-26.5992031249783,-25.8324558251301,-26.5354800357596,-24.5903051076714,-27.3361034014107,-30.8270387597105,-28.979231119631,-22.4678678891352,-34.2209005124718,-25.091364428272,-27.4368458871019,-28.5866269846663,-20.6858527057521,-19.0309714353924,-24.5167282932961,-23.878254186041
15,-27.2512724065917,-27.2963306800092,-25.2406971416969,-25.6851162721387,-22.3536474134432,-24.8706915165682,-25.8075975503929,-28.2077712560086,-28.3387423077896,-26.2271266094133,-22.8153768953698,-22.8166955020229,-23.4884124537183,-2.35763984091237E+041,-20.4429999692796,-26.3798203205098,-29.5111066927573,-26.4981020372703
16,-24.9970355152485,-25.5061656908316,-25.9513195334954,-23.1081806389903,-22.5708681580158,-23.2356464027544,-26.7643849891289,-28.9982054595533,-27.1172376622497,-22.1145774845715,-19.125059523172,-22.7996724018607,-18.2841881963106,-18.8940439256708,-22.8701259535957,-26.2329044416446,-26.2794617486348,-25.5018084115669
17,-23.6401410747976,-22.5187499267637,-24.5864021960087,-22.3624259140014,-37.1894312717039,-22.4302827294378,-21.2084210638501,-27.419975016731,-26.7962756354943,-25.724249147063,-21.7013144047048,-26.7363574189888,-23.6990107999787,-25.6515267965266,-27.2231720606404,-18.7006646549939,-16.4814541712636,-19.903305542474
18,-21.8250329115733,-25.3028583113026,-22.4488957627342,-24.0138387824523,-21.8869477088282,-23.3236923166085,-22.6533491718801,-27.5374982905203,-28.4754729137507,-18.8596290637581,-23.3549212768271,-16.5833400485829,-27.8743950667163,-25.7044809915758,-19.1506814876791,-23.2204325830461,-16.3821534246326,-21.396724325039
19,-21.272546751708,-21.7726360305636,-20.8720313638641,-23.3657094252589,-24.2429458894216,-46.5282417867802,-26.557944034794,-27.4596400544908,-24.999353777341,-19.6548077041499,-22.066066383927,-21.1337839710305,-20.3386850652454,-21.1327114187995,-18.2239028886491,-17.6419010001589,-20.9184064143913,-22.6008482502077
20,-23.7693140190696,-27.364009392767,-27.9521454205572,-29.6467796348693,-35.0837547440874,-29.36256587328,-31.1037381519997,-35.86455692918,-33.7516364620102,-25.6957635707567,-29.8884398417355,-20.7846777050258,-33.3601140576659,-28.494115691195,-31.046958870502,-33.9264201847502,-28.6397773268914,-25.7293691120609
21,-27.2013846149344,-27.8898711628926,-28.6613420886598,-32.7924358456043,-30.8369875010896,-27.1376716856394,-32.8619452917671,-34.771886719906,-38.0480938310844,-29.3512991330638,-25.6271860123451,-31.0258942788193,-28.525670927879,-34.4015216634168,-19.5336977284694,-35.219241252186,-29.5893285678113,-31.4067955542133
22,-26.0937277665216,-29.3835367298465,-26.5147617500472,-25.9728030681184,-30.2937188789597,-24.1873632774937,-31.9901580167188,-32.0058049805049,-32.9808946893359,-28.1803388130262,-27.4297093442105,-26.078298736119,-29.154599117031,-26.6789299277189,-28.5687979359726,-36.3154286283244,-30.0684424115619,-37.3022032651032
23,-31.2012235682462,-32.4594194097925,-30.6988527638795,-25.8302488051808,-29.7148301668221,-29.1914504423777,-31.5981181809051,-33.9871202445021,-33.8169128849678,-24.0679492492719,-36.3949734939096,-32.6549795703391,-38.1640088478402,-30.7851672233602,-38.2790708550063,-23.9617571049506,-38.6877370211131,-29.2979210673756
24,-27.1243855947613,-29.7626010862321,-31.6937109384607,-24.4509802495619,-28.3166353306527,-35.0241071381749,-31.4360413194222,-32.8500290910613,-32.5787188306738,-25.3595959001238,-27.3946197718033,-21.1469286586391,-25.5761979072647,-29.1117303817063,-25.8218628625388,-30.7769041143315,-31.6492235230885,-37.6828949663131
25,-26.9741775521183,-29.3872559840418,-30.6092294930091,-24.6026027907124,-23.4468304627994,-26.3647107641172,-32.5119269001956,-31.2878193594306,-31.5364901379707,-25.0366994086297,-23.4592261884463,-31.0532363001795,-28.2980153475626,-28.8938882537054,-29.3817891187283,-27.533959527807,-19.9720205978912,-24.1148838045975
26,-28.1004174222358,-28.1924462997224,-29.0437516947453,-25.2204839864775,-25.715414533806,-24.5887706640625,-29.57888095573,-29.6715391696612,-31.030256198655,-23.3478782834126,-28.957362443695,-34.6884220449441,-25.9143811291315,-21.1831888802679,-30.496386450149,-26.43629996563,-30.6271723730178,-40.0769574947137
27,-24.9613025572552,-27.056096200925,-26.4250341552593,-24.7043583173058,-24.915490126162,-23.5488779067898,-28.8969834285859,-30.1505634202029,-29.160820949615,-26.0204743930206,-29.94709107,-21.8437586205359,-16.6813310487744,-19.8222634285355,-21.2318440719758,-40.147763634297,-31.680232493017,-23.9088557798301
28,-27.5720476479659,-28.6030414729315,-27.8116725551444,-26.5534488542009,-23.0226173454877,-24.517069963299,-24.3258187045101,-31.4705561984953,-26.7694711987312,-26.7763123730147,-27.181772417227,-27.206421473419,-14.6089844722389,-33.0267498358811,-22.3787491070247,-31.9248346806983,-32.4753376680938,-23.0938522007865
29,-23.4223275025868,-26.3738238413045,-28.1932609809357,-23.2483793342298,-23.7419947214897,-22.4874016862193,-25.3512778492075,-28.7491081510979,-25.955544632661,-28.3617350861873,-29.607422416752,-24.2421976541812,-22.8782772491727,-21.2237315317558,-19.4165793151621,-27.8170918015636,-28.8804856738279,-18.8557766134506
30,-26.4405694919082,-26.9215947236384,-25.9774634195441,-8881769723443960,-21.5795180178427,-22.3108323595988,-26.0048409639569,-28.56287782855,-27.0503334716325,-19.3929585055951,-39.3391560931084,-20.791668253964,-24.6903140138328,-25.678786344098,-18.5339935200746,-26.4882017276866,-23.8717969374865,-21.2328006657258
31,-22.6680178057455,-25.2870335128176,-24.1992684255487,-20.4979059409893,-21.4188637073007,-22.2304117263574,-27.0370012401942,-28.225838587742,-25.5067091931393,-22.6647093755743,-17.8543658456954,-21.7453283635721,-18.324127408789,-22.1911243687779,-24.7058194327444,-16.9788386095582,-21.3818064843088,-27.3692933858398
32,-23.3998379039175,-25.272527745119,-24.576158012029,-18.8288454488366,-21.652973644299,-21.7293482072539,-25.607933587308,-27.7605874698274,-22.3420464548452,-16.7187143517456,-21.2895861214821,-25.2414622304596,-16.3714170535232,-22.8185523657085,-19.1757975994497,-23.2659352728468,-18.2533394415841,-22.3051461604391
33,-24.1125627844595,-23.8256678385056,-23.8162493169529,-19.4539765790998,-19.927864053237,-20.4836639786256,-21.4020265042842,-27.7618650123643,-23.2575644396384,-21.3472465194481,-22.9443267908248,-21.2064340115197,-17.9678306739549,-21.445792047392,-342.645964379537,-20.948283606672,-25.761204249033,-20.618610686421
34,-28.2055612632496,-28.9001852610384,-26.8159593332292,-27.0528263829908,-26.9920323268477,-26.116772129974,-29.7829772076794,-33.2117092005015,-29.9843212854587,-24.4402525271154,-33.4435079425047,-24.2272630904382,-21.7386536671091,-21.7097378311257,-20.1450872080162,-33.7638611266249,-32.1382477625601,-23.8431034317336
