"Model";"Violation.percentage";"LR.UC";"pval.UC";"LR.Ind";"pval.Ind";"LR.CC";"pval.CC";"DQ";"pval.DQ"
"fit.mle.sGARCH.norm";0.8;0.216870432473609;0.641434908322265;0.0646471682279967;0.799296187682943;0.281517600701605;0.868698816280181;2.11767614768104;0.908563882958288
"fit.mle.sGARCH.skewnorm";0.6;0.943116204174854;0.331477720138601;0.0362905438519029;0.848916738872164;0.979406748026757;0.612808142047258;3.05331584023694;0.802126004785492
"fit.mle.sGARCH.t";0.6;0.943116204174854;0.331477720138601;0.0362905438519029;0.848916738872164;0.979406748026757;0.612808142047258;3.09607759954067;0.796695102479025
"fit.mle.eGARCH.norm";1.2;0.189880245328871;0.663016306966978;0.146048230273232;0.702340782974193;0.335928475602103;0.845384066937259;17.3999857015842;0.00792036745528335
"fit.mle.eGARCH.skewnorm";1.2;0.189880245328871;0.663016306966978;0.146048230273232;0.702340782974193;0.335928475602103;0.845384066937259;17.8841263272221;0.00652838838988568
"fit.mle.eGARCH.t";0.8;0.216870432473609;0.641434908322265;0.0646471682279967;0.799296187682943;0.281517600701605;0.868698816280181;5.09927132095216;0.531145426854577
"fit.mle.gjrGARCH.norm";0.8;0.216870432473609;0.641434908322265;0.0646471682279967;0.799296187682943;0.281517600701605;0.868698816280181;4.14574932714857;0.656959960228962
"fit.mle.gjrGARCH.skewnorm";0.6;0.943116204174854;0.331477720138601;0.0362905438519029;0.848916738872164;0.979406748026757;0.612808142047258;2.79095094648319;0.834590094754914
"fit.mle.gjrGARCH.t";0.6;0.943116204174854;0.331477720138601;0.0362905438519029;0.848916738872164;0.979406748026757;0.612808142047258;2.96883595898343;0.812747970325418
"fit.bayes.sGARCH.norm";0.8;0.216870432473609;0.641434908322265;0.0646471682279967;0.799296187682943;0.281517600701605;0.868698816280181;1.76207245516189;0.940229285415666
"fit.bayes.sGARCH.skewnorm";0.8;0.216870432473609;0.641434908322265;0.0646471682279967;0.799296187682943;0.281517600701605;0.868698816280181;2.13654994053459;0.906721321364608
"fit.bayes.sGARCH.t";0.6;0.943116204174854;0.331477720138601;0.0362905438519029;0.848916738872164;0.979406748026757;0.612808142047258;2.906610311812;0.820473686439946
"fit.bayes.eGARCH.norm";1;0;1;0.101216303105569;0.750374876437166;0.101216303105569;0.950651108718794;4.83141525474318;0.565610276373643
"fit.bayes.eGARCH.skewnorm";1.4;0.718703026060786;0.396569669891385;0.199193712511925;0.655372446633103;0.917896738572711;0.631947871976825;16.6726480904951;0.0105646782019976
"fit.bayes.eGARCH.t";0.8;0.216870432473609;0.641434908322265;0.0646471682279967;0.799296187682943;0.281517600701605;0.868698816280181;2.73206891759514;0.841644955415963
"fit.bayes.gjrGARCH.norm";1;0;1;0.101216303105569;0.750374876437166;0.101216303105569;0.950651108718794;4.73857302455775;0.577753319873442
"fit.bayes.gjrGARCH.skewnorm";0.6;0.943116204174854;0.331477720138601;0.0362905438519029;0.848916738872164;0.979406748026757;0.612808142047258;2.91143389084525;0.819877945769491
"fit.bayes.gjrGARCH.t";0.8;0.216870432473609;0.641434908322265;0.0646471682279967;0.799296187682943;0.281517600701605;0.868698816280181;3.17767399872947;0.786239248099787
