"iteration";"fit.mle.sGARCH.norm";"fit.mle.sGARCH.skewnorm";"fit.mle.sGARCH.t";"fit.mle.eGARCH.norm";"fit.mle.eGARCH.skewnorm";"fit.mle.eGARCH.t";"fit.mle.gjrGARCH.norm";"fit.mle.gjrGARCH.skewnorm";"fit.mle.gjrGARCH.t";"fit.bayes.sGARCH.norm";"fit.bayes.sGARCH.skewnorm";"fit.bayes.sGARCH.t";"fit.bayes.eGARCH.norm";"fit.bayes.eGARCH.skewnorm";"fit.bayes.eGARCH.t";"fit.bayes.gjrGARCH.norm";"fit.bayes.gjrGARCH.skewnorm";"fit.bayes.gjrGARCH.t"
78;-10.2126713187524;-10.798872869174;-10.470748185735;-8.48152929810021;-9.25445709901627;-9.81676521954034;-8.96909940301345;-9.71534708065589;-9.51516930849235;-8.87035951875684;-10.0201644815627;-10.5295309250873;-8.12231852500173;-10.2114115471326;-10.8844142656735;-7.14756890059902;-9.81006326720288;-9.88235180631464
79;-9.81480725425068;-10.2822445954787;-10.0290686446984;-8.7689071516201;-8.11884778122635;-8.19952343819574;-8.51958330975324;-8.67317038955033;-8.63583424800728;-9.81269131849781;-8.58331012426849;-12.0436723261678;-9.7584813690524;-7.17883094733282;-9.27613722035108;-8.12409314355078;-8.832911318053;-8.01165859961246
80;-10.5308261819558;-10.3797351924215;-10.7299879822371;-8.59963929912627;-7.9404258926029;-8.46195374412716;-8.72196661216902;-9.02635441043241;-8.99674816886151;-9.2831685873534;-9.83718173970077;-10.2740071664861;-9.92098515326793;-7.30750098779636;-9.98643048440678;-7.3623560106269;-7.92465321197865;-8.09424394406278
81;-10.7966606473059;-10.853725204233;-10.3627244944615;-8.71962699969347;-7.81525513470633;-8.25610883149152;-8.82471760610554;-9.18459174234091;-9.38389135178299;-11.4325356514123;-10.7847081570937;-8.45304653804969;-8.1273882654916;-8.11282059305908;-9.3384207257796;-6.86998609839156;-7.33456415851395;-9.93524294473853
82;-9.65107650063871;-10.561195443163;-9.68845686550566;-7.55819245733309;-7.31005059790515;-8.07795545606042;-8.30538418748712;-8.11004027712866;-8.29186707095701;-7.04257735896162;-8.24846179869365;-7.69363246416106;-8.43752418715833;-6.28478603816191;-7.04797368854906;-7.94913929847323;-7.80333267007153;-7.72447735078906
83;-9.27355276997364;-9.52963416370113;-9.82898636025197;-7.2880939302713;-6.71540050149596;-7.32403475643338;-7.78848838772905;-8.07121796721394;-8.18962802957182;-8.46876526614544;-8.69789079614606;-8.33976319356517;-6.10601997743941;-8.71006330330752;-6.37124077249782;-6.88221582796933;-9.18438350387972;-6.59433228905028
84;-8.6065202993047;-9.48655957195541;-9.76753529817455;-7.66244197813234;-6.58823039854481;-7.78241926760948;-7.63744264269228;-7.57639506193794;-7.99153816762616;-7.18922479923057;-9.90611382600124;-9.49791145763378;-8.26060347692196;-5.66812210949753;-9.28957889622702;-7.42944993271622;-6.73730166184112;-6.66104449874018
85;-10.0466670666576;-10.9323131222508;-11.1359267586015;-10.9655859384771;-9.14810970174458;-10.6359906316387;-10.0050043569041;-10.4515788481614;-11.3216498900186;-10.5096259458447;-9.69322982839195;-9.97694372496944;-7.1624885773631;-7.70713623156847;-10.758826728571;-9.26652777443015;-11.1994361207637;-10.1100227615069
86;-9.96914061528898;-10.4233909441868;-10.4996331220069;-9.72130837023521;-9.78559795582761;-8.9800557269789;-10.6129665582904;-10.2920147168248;-10.9021315410612;-8.5662057909974;-9.41722783368296;-8.50972628105464;-10.5945010704911;-13.2560968773584;-12.5186064793035;-6.90448309490559;-11.4382420697719;-9.44155174178341
87;-9.81377965769238;-10.6041741862775;-10.2821662376278;-9.86192933558969;-9.95858561329886;-10.0728320120921;-10.5259913733647;-9.7292799835287;-10.3309752778532;-10.9750713207668;-7.13046846753355;-9.8214421376232;-6.42378683244098;-8.97925019783794;-8.41955211394416;-11.8305673118493;-9.51206418590367;-8.8105271801096
88;-10.5451904313639;-10.7177135086185;-10.904676567264;-8.83183241929462;-8.62504481296617;-9.57982787707216;-9.54634937685545;-11.0370669734187;-10.1180184826402;-10.1491233042309;-13.4050047947238;-8.91123794528484;-9.75718329637075;-12.3116024614098;-8.98567938317585;-8.02510618210451;-10.8091454785998;-8.07345202649952
89;-10.4502266006241;-10.5449763497556;-11.2934753624782;-8.74495695246927;-8.84684640722897;-8.9386893591254;-9.15412023746213;-10.1170223253095;-9.33569299897554;-9.13435372418413;-11.1594345248623;-10.4191692091723;-10.7475956399953;-7.61732354569763;-7.23825296892152;-8.54493578422681;-9.54186545818547;-8.91194255672238
90;-9.55985586085847;-10.9936355783307;-9.88411331928175;-8.16635728141536;-9.37517296079189;-9.21686069163689;-9.08013426209493;-9.53178352291612;-10.1998362485108;-10.4215601713023;-9.27559230451064;-9.21532719747018;-8.8333287369925;-7.68715863538853;-9.05354141004714;-7.89177586973725;-9.35570284678501;-7.84291569518008
91;-9.16931556822145;-10.1130345964137;-9.88593363238192;-7.61911883583006;-8.12121923823047;-8.02673966036016;-8.76247142005681;-8.96732337734108;-8.68309603384093;-7.99443259856737;-14.1508311244285;-10.9802569739248;-7.14653070892222;-10.2661708705312;-8.56439414396203;-7.05347032243289;-7.26659547608338;-7.35124505870091
92;-9.26426342326531;-10.3075110343714;-10.309003150231;-9.44704134497823;-8.90255885514958;-9.54107052870795;-9.5688886488107;-9.55186915429993;-10.0653564430362;-9.57303781284904;-10.7939829448792;-9.84668273107171;-8.63421366104256;-7.83019437314912;-14.046628486237;-9.05150236076428;-8.98859187726953;-9.04957472248476
93;-10.3870332306288;-10.4410349088463;-10.0847692532184;-8.7968234914529;-8.8340622120762;-9.32609927428412;-9.314359489959;-9.1907029468395;-9.77952398660569;-9.1473784548831;-9.97989468319619;-11.229236793986;-7.36859939103438;-7.14545634940703;-8.79685091245923;-7.55811341124924;-9.85483792291828;-9.87683818458373
94;-9.9089648208495;-9.83313274259892;-9.98806895102433;-8.34656767027816;-8.66221773452707;-8.44626406832498;-9.15714066258626;-8.93656256925428;-9.01222824642155;-8.53159790009286;-7.60231354269061;-10.4847538179432;-8.14931660052106;-6.77991829970908;-7.184844656985;-10.5484239349697;-8.70543459953621;-8.72966356460063
95;-8.80012306417659;-9.4408745440148;-9.84790153413165;-7.71129852440106;-7.86504780081511;-8.63042543398427;-8.06442895659679;-8.82310268698811;-8.48678717009183;-8.47187177617949;-8.94428686244194;-10.2883359598487;-6.71490991081632;-7.46112261319266;-7.04443248769756;-7.87127412149372;-7.68929267799957;-7.73766504113041
96;-8.78728512906669;-8.90133731092369;-9.09877733866945;-8.08900204704251;-8.07837362219459;-8.50525531698974;-8.65940138449077;-8.32874597226235;-8.6091663754869;-8.45017052341014;-8.58060925639817;-7.62418881729723;-8.36033191551495;-7.60256985804986;-6.4483571499422;-8.55211869169981;-7.36992716729041;-5.83003495943719
97;-8.55742235341935;-8.50559619019178;-8.65108650231295;-7.88136951591651;-7.10912761858174;-8.50726730294714;-8.00977656317959;-7.79822079109611;-9.03315037505048;-6.85043485054102;-7.70748797954087;-10.3829749523353;-7.14820711624888;-7.3449825811071;-8.2448250461581;-7.14235677541012;-7.50697938489939;-6.9460573406978
98;-8.01469119406103;-8.56145184084602;-8.35953673591589;-7.38494839799466;-6.85069540328541;-7.94785256021917;-7.37782406270186;-7.80819731992596;-8.28461997390059;-8.55718072503009;-8.13182763742246;-6.96387314818338;-9.08565509714449;-7.4172564899649;-6.65116261190248;-9.1526310310087;-9.5597620959275;-7.50775229843786
99;-7.56647305378169;-8.0133519639532;-8.39330831972967;-7.83133739533089;-7.4919857132594;-7.64394526353904;-7.34146866505632;-7.53885209142037;-8.08263667637054;-7.83027951474116;-7.46549177490387;-7.82207842841889;-6.77727981304219;-7.90239190403715;-6.43679095329401;-6.04115310889992;-7.33955185614014;-5.64326847929074
100;-6.94635865237393;-8.01166321194054;-7.98648612822881;-7.2442469214361;-6.382011233508;-6.49375309841036;-7.47626012146147;-6.98215994030265;-7.70699845297743;-8.95188383700278;-7.01359171369671;-8.78404241029551;-7.31016907031623;-6.31282508360341;-6.40910367526143;-6.2996555988134;-6.46123854854815;-7.91711141662577
101;-7.70854115368726;-7.76468677041769;-8.51413473138219;-7.88292236067442;-7.24167938839049;-7.77996291257775;-7.94246276355099;-7.59905618431165;-7.71994806365027;-8.98909706147446;-8.87314034484109;-7.67808881454176;-8.30425148380791;-8.52861470732453;-7.0265021091171;-7.68854756945757;-7.50364012071647;-6.40909467337171
102;-7.37944456919997;-7.68560276737107;-7.59193626423478;-7.22775334926856;-7.01811948789539;-7.17207806934849;-7.32738342673022;-7.71275768283727;-8.32989530932921;-7.7717744728008;-6.99210919677567;-7.71087983056102;-9.06439554765034;-6.3611047330584;-6.36646485536711;-10.6172442541196;-5.50783349850162;-6.44036892511624
103;-7.49613958849734;-7.48324770314772;-7.53403445606474;-6.87928819654568;-7.12434975834537;-7.19846824087843;-7.33247470404653;-7.58973092863745;-7.66183964906772;-6.20429560088306;-6.97780129281274;-7.08508355682514;-8.08797464605508;-7.20317128098229;-6.91532779989127;-6.47313004337449;-8.29144812702467;-8.05443604243842
104;-7.44244257223196;-7.75360726006605;-7.92737254974949;-7.57297903873537;-9.80793178595635;-7.49526893738299;-7.48894407478968;-7.5931851851867;-7.80094622076749;-6.56690721713707;-7.87125980207614;-6.75090376757606;-6.7950596256058;-7.09570069725343;-7.01284674851477;-7.39495419169182;-7.21729057745684;-8.14711458321581
105;-6.99872567221372;-6.94938677443043;-7.2477174375475;-7.56242919997266;-6.86446431745937;-7.27388784146099;-6.81711112298347;-7.16150448946269;-7.09729827221183;-7.45559103621639;-5.17594085146509;-5.8158136076212;-5.30969394071656;-7.94794001503703;-5.87680225960063;-7.78522374137466;-7.76228078528945;-7.11932159387373
106;-7.74979319495065;-7.30756194069559;-7.6487012759359;-8.20664245183309;-8.65083892256206;-7.75442390365327;-7.81287937182888;-8.20474175346259;-8.62605719764991;-7.13502542131403;-7.9319936375714;-8.44612546947929;-6.56354217554157;-9.09067600685356;-7.97020961838403;-6.85856552746875;-8.43954925248329;-10.1062700600027
107;-8.77063167435954;-8.73172150551456;-8.8425453553267;-8.38131070515809;-7.67318171728738;-7.53268323469058;-7.73267862084765;-7.92450263052993;-8.49635165329321;-7.23402619527722;-7.40404201478235;-7.37174035387058;-6.61720141829162;-7.85395634236494;-8.45702684406951;-14.7668626199141;-8.12179196647014;-9.88193546343422
108;-8.47965894368861;-8.083892252192;-8.6856235403781;-8.07223860984967;-6.85796382750914;-8.15811230298675;-7.84643517905634;-8.34300536402172;-8.12742166130327;-8.09119619496056;-8.50306134018165;-9.30012027821524;-8.16296475917552;-8.11011189202443;-7.41815492043555;-7.00057324056752;-7.30060676924934;-7.83062952261578
109;-8.99711437672434;-9.89489129905127;-9.95132083112695;-8.39898223881983;-7.79856447165136;-8.25314180746647;-8.55206859533784;-8.58101187091527;-8.50649379031358;-10.1020237019655;-7.22318291538606;-9.97211256951766;-7.12746320532142;-9.12680858841469;-6.13809148947143;-6.56996203300009;-8.52798379665716;-9.97168452895777
110;-8.95896890907581;-9.44628003101087;-8.76503208118818;-7.9372879400259;-7.89675252275754;-8.44631287129362;-7.94018641870521;-8.04392571621854;-7.97608575970686;-7.95153816226437;-10.8156078401048;-8.16950421824214;-5.25605127847647;-7.45537344524014;-6.78889506868955;-6.2661651845278;-7.57328627806555;-7.11407302502857
111;-8.38987098002135;-9.07664462396803;-8.85132816729841;-6.99240905857109;-6.04543988084889;-7.34347840218445;-7.76476459533497;-7.77313510528759;-7.65568148983691;-7.17475124900343;-7.95653698265832;-9.63987410327418;-6.45005636333845;-7.93855836009556;-8.59802406846881;-6.69323379579385;-7.58499568954733;-7.57923991069784
112;-8.23027723870011;-8.50293555131893;-9.03723171453494;-7.73410420466559;-7.27250722728832;-7.11119448148044;-7.62811324300292;-8.04497649301977;-8.34412393532242;-7.81369918808741;-10.1236194257376;-6.87934095658815;-6.25700211270013;-7.47229657471452;-7.15093717369347;-7.58593599450092;-7.44051543972704;-8.6324105766549
113;-7.98484038084776;-8.12407554165095;-8.61167033647626;-7.32966852809436;-6.99969386073268;-7.24002869937014;-7.2229644489573;-7.68441852607646;-7.69839958888086;-8.46858858564548;-9.03013553642538;-7.58039821690009;-8.91658572719798;-7.26773387200418;-5.69723929676516;-6.84648494613798;-7.38847134329672;-7.30711776201319
114;-8.2151069841099;-8.58316756226621;-8.61817027499512;-7.95274659974701;-7.93266981243274;-8.26267711137152;-8.23349057255046;-8.67172839349418;-8.3035090010881;-7.77431218997289;-7.60301776439117;-7.76259257059098;-7.01142269360327;-7.63627969504518;-7.42095921845676;-8.05901387713999;-8.15193841502852;-8.52435619258737
115;-8.02594035077099;-8.76460481304497;-8.37619510274279;-7.60143867766089;-8.46360205451916;-7.74738484993485;-8.0422255791021;-8.18655892461681;-8.33097564874519;-8.7894291647938;-8.66106172173357;-8.37433752858366;-8.81285069206741;-7.05519297113811;-6.80884148873158;-9.67115021641439;-7.83274567223803;-8.11032140972899
116;-8.23144919548552;-8.4307060917867;-8.47843219280281;-8.80308108438218;-8.69556872317054;-8.85759193032011;-8.65132158217306;-8.80475486437847;-8.84608936029519;-9.5007728975939;-7.20497132995288;-8.1588773162755;-8.68566059414617;-7.45107858719073;-7.96086681198491;-9.26156112124279;-7.7153376353955;-8.62546368488699
117;-8.21916383312918;-8.50959796864059;-9.13268437008599;-8.40224444416561;-7.78253519098662;-8.57334409325075;-8.31913002469687;-8.13317108929035;-8.60942779308324;-9.96286202299366;-7.95485637588478;-9.1641171028132;-9.09246412971285;-8.08114117183464;-9.80651396454912;-7.71328670757039;-7.2646289333732;-9.25171504691876
118;-8.12711347699077;-8.34306660936906;-8.6369388063488;-8.35661972428866;-7.52630468165977;-7.95167139087612;-7.94537048012125;-8.10653561601844;-8.08121401447255;-8.40987435439386;-7.61718701480154;-9.53579758238055;-7.99620963497903;-10.5160239231367;-7.5068563302058;-7.23013999135191;-8.30872672107426;-6.89829450664338
119;-7.97075660363996;-8.2307387491494;-8.50353026826755;-7.7025273121201;-7.7193936745109;-7.97375690885733;-7.65462547722691;-8.07239490897944;-8.03538577533492;-7.8070254605281;-6.10841911487752;-8.50026221289952;-8.45421267821894;-8.21552654211606;-5.72136560494057;-6.61042155953981;-7.27251219942763;-7.27345006368074
120;-7.41231344839965;-7.62340495742609;-7.57024605200981;-7.96049743975866;-7.58263038722882;-7.93640713516572;-7.27647512270396;-7.41923463233504;-7.60092621229907;-7.35736308669006;-6.73327353470047;-9.68098262861196;-6.69789610663001;-7.14931482685278;-6.56775127273186;-8.1476393308084;-7.32789811895962;-6.73850851953076
121;-7.27698864030029;-7.79346701460604;-7.47681254240245;-7.31485564172394;-7.28814549709269;-7.58840844213594;-7.50108972850108;-7.50029702010194;-7.84294231134656;-6.2800095767348;-8.13223857735191;-7.36480258333578;-9.15347362568963;-8.06892389119306;-9.26819505852039;-6.80334032913629;-5.61817997935904;-8.06397647397248
122;-7.14702577973776;-7.31571022606215;-7.43194892805185;-7.06634808564756;-7.48319091457034;-7.26106426467184;-6.85706907348522;-6.92287476001574;-6.85567202108505;-6.05159857513188;-6.37041684430063;-6.88441860727202;-5.99412947513305;-6.73989525602949;-8.42392934330926;-8.25166792178857;-5.52248496202266;-6.60255359523623
123;-6.71096211077098;-7.04800047471532;-7.38364842850354;-7.21844673938215;-6.43817459916945;-6.59216348510422;-6.44729592513964;-6.69523738367093;-6.67676398576677;-5.74506731992544;-6.84888724121327;-8.67492955878762;-6.11829407458347;-7.2736281033746;-7.58336282850054;-5.4690880882093;-7.11745523855324;-6.17127428606778
124;-6.45928175633994;-6.84696497388456;-7.25335009027467;-6.48939354826907;-6.22515059825516;-6.60597380664058;-6.66928891877248;-7.07261146726212;-7.35366385125698;-6.52260228569331;-6.5788202414865;-7.80679056998035;-6.69632770462926;-6.56105327153073;-8.5686504574456;-5.69078281782001;-6.16896607561277;-6.48722483129612
125;-6.34268169102708;-6.7073931249598;-6.68443441251463;-6.33241613636737;-5.85664021503361;-6.1722165479068;-6.14762675583133;-6.07660463444881;-6.31655520166649;-5.35776972508758;-6.85131604040922;-6.9711816358551;-4.8702637009832;-6.26767139476234;-7.24741665233543;-5.51004902306328;-6.86193839078489;-4.96336644076577
126;-6.78107633170958;-6.61904918762707;-6.97536894660197;-5.98138023720891;-6.52499180544847;-6.24414474662779;-6.24592248004708;-6.3926315690668;-5.95475287631957;-5.81785664606604;-8.54539851200265;-5.74743629756064;-6.35594493870459;-5.89816561462098;-4.7317178790756;-5.57672003753014;-5.30154902916161;-7.37703983588095
127;-6.16432846536672;-6.36622732228085;-6.26663367514932;-5.53547164378989;-5.39405569403091;-6.17296879056496;-5.92377196029098;-5.89558933735878;-6.14974089352716;-6.34684039074008;-5.66367292133535;-5.84773070053791;-3.37194436861123;-6.98250031892697;-4.9945023337827;-5.69608126103072;-6.55211310796755;-4.4933219165459
128;-5.99016993273309;-6.23443956895762;-6.3097044795889;-5.52799954663575;-5.68255099444762;-5.45445705849094;-5.81522034396974;-5.80282865545359;-6.39392314181584;-4.63172187178658;-5.10504929827504;-5.82278811765374;-5.47486571751266;-5.09852549481729;-4.9059502888668;-5.65048792502487;-5.34115816240062;-5.61323501548472
129;-6.05938803403468;-6.21609603491246;-6.32850704174333;-5.2457332763955;-5.52091812560312;-5.67108799889687;-5.61318497550782;-5.72591193258206;-6.26033507108019;-5.36395133227546;-6.13101126286124;-6.13499171207114;-4.20828013156402;-5.24947898534281;-6.24345456040059;-4.71327573885556;-5.54060791656313;-4.4324365742911
130;-5.60198869679156;-5.9445691685567;-6.02704433952302;-5.52489394423759;-5.43988442180031;-5.30874380784286;-5.78223109119883;-5.60756775800512;-5.88301109321648;-5.89011058179182;-6.36133138219148;-4.50227403792118;-5.93712147414189;-5.70728200768968;-4.22144110776404;-4.91976840835188;-4.79948282262021;-5.45700412492954
131;-6.0381332064075;-6.01821642060632;-5.93309543625384;-6.01917508571626;-5.48209254359886;-5.60275898112183;-5.20297158214328;-5.4526789252986;-5.86385780291353;-5.86525591146482;-4.93519503391768;-5.16148828924298;-4.95744818602866;-4.12710414122299;-5.39999086933534;-5.25245315571011;-4.385458306553;-5.3866525791037
132;-5.59865642465362;-5.49931881189434;-5.73113233854439;-5.17307687967526;-5.6220713923249;-5.26172217659923;-5.49328850957787;-5.50320156343553;-5.46256020880575;-3.82153236354983;-4.78840819271073;-4.68562097207862;-4.41063730277066;-5.27891909689801;-5.58066236176936;-5.12357508227455;-5.13562114484275;-5.88469188427078
133;-5.89447958313652;-5.94366853273316;-6.21461401774784;-5.20551791853443;-5.24029079445667;-5.69542608619628;-5.36606047422377;-5.46391976831045;-5.88416019335712;-6.8528997618339;-6.65246573517131;-6.12929962438406;-6.22073871749249;-5.74117121552104;-4.87687932663058;-5.03540609902342;-6.41557473908458;-4.62764338114311
134;-5.75252220272774;-5.96888438288557;-5.62456890362937;-4.82247876416911;-4.91093102351476;-5.15689781532104;-5.17908010732297;-5.37922641574808;-5.65104115836526;-5.1367893533029;-4.9943795078882;-5.25134475285215;-6.10228304158369;-4.00390652421073;-7.00777631561568;-5.81641886658816;-3.75415653723509;-4.41900539379453
135;-5.53093278740016;-6.34788843970223;-6.01212193300685;-4.92692179278267;-5.29320249116134;-5.91186039305606;-5.60205971402068;-5.28063767560197;-5.33617451829498;-5.17328404709599;-6.53423379913745;-5.43259593683109;-4.80074343705289;-4.52476499534083;-4.16006332589283;-4.74413586293381;-6.23100931179549;-5.12720127659491
136;-5.68828525276144;-5.60278686226521;-6.38157325365462;-5.34028179897222;-5.80131140425295;-5.44739454704253;-5.01715215359962;-5.31861236869514;-5.63229884140378;-7.30089048437864;-5.2613491877484;-6.08666149681138;-4.46230439214612;-4.70842097884101;-5.05046187029538;-5.72334269459681;-4.94895167685523;-4.63510447840722
137;-6.72210073209649;-6.83457732479852;-6.86825635293185;-6.87464017964103;-6.89600873749803;-6.72540037065137;-7.1450094279322;-7.03359544309497;-7.11449851374817;-5.99616542606874;-5.66782712580674;-6.3492966730546;-5.63896829115035;-6.25860504369092;-6.42335968793667;-6.20074728343142;-6.82722446728602;-6.19698133060912
138;-6.48172637946237;-6.30654660418411;-6.23495591217586;-6.67335607729362;-6.38166100117224;-6.47288817307649;-6.68994845902843;-6.77730071654422;-6.62005643150786;-6.31710237745535;-6.72881923847208;-5.75567975116443;-6.99160766431751;-5.99835949666527;-8.708916481586;-8.61597284912472;-6.10422001474428;-8.34823857270766
139;-6.53555014919553;-7.03450747098788;-6.30114019725891;-7.05668994620222;-6.56726061563718;-7.38010092762818;-7.14246982156459;-7.11671088366607;-6.87792903656774;-5.7610193746127;-4.73975785639625;-5.92409494120248;-4.98936488297105;-6.39360090810483;-7.11950579830328;-6.37174913284791;-5.45695821658827;-7.56003386399933
140;-6.10469740350935;-6.35802061317111;-6.04259403075545;-5.84743522899931;-6.1535505567908;-7.12327231273729;-6.69246188565171;-6.58545659802853;-6.29183213009944;-7.08307432295016;-6.64902402067635;-4.55851995809798;-7.53648376527786;-6.57613562359742;-6.17952886896555;-5.35965037262357;-7.34401633635575;-6.0523522823315
141;-5.79999717590297;-5.9686493597488;-6.17676586068749;-6.27747340183432;-6.01093120235151;-6.26709730488823;-6.6067417681841;-5.87255470406109;-6.36496328561936;-5.61949322877166;-5.09455989801302;-6.37098075248409;-5.30888339953109;-5.36470753758167;-7.87909077236256;-5.02802808195315;-4.86746452044048;-4.81776975436268
142;-6.96129246094709;-6.85302885405621;-6.99712788075953;-7.827023882341;-7.55734872975938;-7.7728624297496;-7.89995266918908;-8.00776283599856;-7.61566780745942;-6.42624314338641;-6.99885100318297;-6.6604195312777;-6.45190178437996;-6.86007594941655;-6.85250371020197;-5.97456482387126;-7.15176662970364;-8.31869806413331
143;-6.08415218114631;-6.56556652640878;-6.73960657045021;-6.95187637196246;-7.20995664260441;-6.94440048068761;-7.16255039344081;-7.1864548078619;-7.55855700012379;-5.18134855561396;-5.70486455848492;-7.3272019056739;-6.7113550644501;-7.38669428510496;-7.5313686680067;-6.64304601445036;-6.8450557752336;-5.55031075662822
144;-6.40601685746399;-6.85574857671076;-6.93249817775928;-7.1189041599421;-8.07258137671974;-6.88826670228756;-7.49779999106965;-7.32206030320343;-7.46779915026957;-5.35982736037036;-6.97204400851804;-7.16169138367738;-5.28105466571441;-6.36075666358891;-6.10281307274871;-7.05318173508179;-6.248648615906;-6.60985719405785
145;-6.64950855411077;-6.81175589370916;-6.53432342675819;-6.6495249949319;-6.45574412774906;-6.63356208921358;-6.88994885093528;-6.78268402593811;-6.99083242330153;-5.17460387409991;-6.47133606552105;-5.97040208168342;-6.63910504325838;-5.32164375338916;-4.83426618984587;-5.07060065665957;-5.15110500521952;-5.89856119313217
146;-6.21641066100105;-6.55452272979506;-6.26054561554801;-6.81522445087007;-6.4831943929455;-7.02473230211341;-6.75489489369501;-6.78630910617995;-6.72580449048133;-5.39280064897431;-5.23871022963198;-6.15347476818887;-5.54106952452036;-6.4533680184376;-7.06539730698725;-6.88886853346332;-5.44663272807929;-5.31498782978318
147;-6.54425621890947;-6.61857176052493;-6.48771783154978;-6.51820909697636;-6.4571852736603;-6.7895820986674;-6.48449345416522;-6.55489937972523;-6.67047544770635;-5.9756471132801;-4.92239965536829;-5.79498862179187;-5.9815611181315;-5.83520993275526;-6.45971025989382;-6.06719991533226;-5.89512374241631;-5.90332570143996
148;-6.12937220306495;-6.60432207750423;-6.60279337480665;-6.36998542287061;-7.36784378766357;-6.23969658023042;-6.13734064040455;-6.2805004783008;-6.29615543743475;-5.10112308158822;-6.09489073797509;-5.62707915521992;-5.45146708754381;-5.21468697024424;-7.83977710474425;-6.72483459728412;-5.85269353825125;-5.62572836048354
149;-5.50470858869259;-6.44568408934717;-6.21470367521816;-6.42435522706611;-6.19318675368971;-6.59357258626445;-5.89636764545221;-6.13327277739052;-6.38979125094477;-5.64162641276058;-5.45483673832721;-5.91151002300537;-6.47089782683226;-4.50623401150889;-5.80715863921412;-5.88655231130145;-5.44438569877509;-6.39679957514211
150;-5.71372558520003;-5.92696238346625;-5.85586786331214;-6.2333312990744;-6.25858917990479;-6.08434007767463;-6.06823307104177;-5.76120558478791;-6.26255741515483;-4.40550856279636;-5.51856386277112;-4.75655973926925;-6.84378811691691;-6.33067246577634;-5.46330848005219;-5.18192065939113;-5.49517544756095;-5.73508739233803
151;-5.77543351362048;-6.3060866346237;-6.28071592774168;-6.81336241395447;-6.80108255554411;-6.66819525546915;-6.17786081069026;-6.19978459847172;-6.65293724195596;-6.02470888901033;-4.90468723249574;-5.83553654976166;-5.69969058492765;-7.29492315991271;-6.71553943310886;-5.38121249049582;-5.44406827966101;-5.36401112905472
152;-5.51856327575826;-5.70368439723374;-5.58335315375988;-5.9115423379401;-6.35722884895022;-6.52168827324041;-5.6755628854912;-6.19312752494541;-5.90653170979679;-5.51186234340392;-5.22916097061421;-6.0389414790757;-6.89603446811139;-5.41900866957178;-5.91459464569584;-6.45988922102271;-5.33348658416936;-3.94143775744315
153;-6.27550162473158;-6.15423407128659;-6.18397629534892;-7.6101010502362;-7.03543366220323;-7.12691484459907;-7.30983048752853;-7.43229978496014;-7.28735387048483;-4.94351423029599;-7.79548410849621;-6.18789691661712;-6.08108770357703;-7.12988121850499;-8.45387953418375;-6.31468629098795;-6.62434809778346;-6.84611834940526
154;-5.93446263024462;-6.06553472081704;-6.30318429133185;-7.49669455016458;-8.04491900368639;-9.80250319640362;-6.87246786201433;-6.85053048330123;-6.87778581377479;-4.55211546770671;-6.06882403634155;-6.4655100331556;-8.02335339402801;-7.739976535445;-7.03533711087335;-7.22700157283841;-6.24501218754915;-6.39166712406941
155;-5.79946591535082;-5.92570780926541;-6.20818185380723;-6.73404230804096;-6.88618431375851;-6.95926924997336;-6.4469630195757;-6.85133610557277;-6.28863727720315;-5.70598513426054;-5.13532787828543;-5.82557861250167;-6.85302210447765;-6.53709226009633;-6.61618492332903;-6.4898731430085;-7.71219940496513;-5.14742694080561
156;-6.73161482217523;-6.94535031589057;-6.52486877910884;-8.32096473169172;-7.81298759805037;-8.03893051374272;-7.56882185836337;-7.81981852872999;-7.86616551411524;-5.14844883120716;-6.86018982031478;-7.79769411481587;-6.15728617997779;-7.76410422454887;-8.74523803480974;-6.50078119301479;-6.79734348339504;-8.07120156399392
157;-6.81089041853032;-7.00544524529159;-6.72596898467138;-7.675354468503;-7.60325083575912;-7.64395243432561;-7.43091774651846;-7.81474583394251;-8.01099705730905;-6.80600208694817;-7.07161971591513;-8.29391190924456;-9.50981066590816;-6.34851152944038;-7.58129447060285;-6.73938684428373;-7.69709037166325;-7.72725211714977
158;-6.396595381893;-6.65646757325198;-6.40003440853114;-7.35683401507347;-7.38976098845855;-7.18434068563716;-7.27464488593965;-7.11206852573359;-7.12940270578739;-6.09015706953183;-6.49817842464383;-6.0324234661128;-7.00333583498583;-9.02633641804452;-7.59728959452653;-7.03005709162614;-6.75708767715733;-6.34072558508722
159;-6.46897425418906;-6.42976091599188;-6.222084905599;-6.88009609554467;-6.63814644149591;-7.17285326595915;-6.92525104839623;-7.1357222308268;-6.75703093853121;-5.34582139103102;-6.35519275054447;-5.90543720203651;-6.55049290477633;-6.35820273055835;-6.1226111056513;-8.11629160585793;-6.80664246767568;-7.32035751231419
160;-6.0078114787383;-6.27307544714907;-5.87038701805486;-6.83850248693042;-6.57974184358672;-6.46096382675321;-6.73725339148489;-6.78276999481113;-6.35521692549194;-5.98766506292505;-6.80153593816624;-5.46512213508264;-6.16524761019149;-6.35206119307952;-5.81307716035378;-7.30130633882702;-5.35288984817781;-8.19499569622613
