"iteration";"fit.mle.sGARCH.norm";"fit.mle.sGARCH.skewnorm";"fit.mle.sGARCH.t";"fit.mle.eGARCH.norm";"fit.mle.eGARCH.skewnorm";"fit.mle.eGARCH.t";"fit.mle.gjrGARCH.norm";"fit.mle.gjrGARCH.skewnorm";"fit.mle.gjrGARCH.t";"fit.bayes.sGARCH.norm";"fit.bayes.sGARCH.skewnorm";"fit.bayes.sGARCH.t";"fit.bayes.eGARCH.norm";"fit.bayes.eGARCH.skewnorm";"fit.bayes.eGARCH.t";"fit.bayes.gjrGARCH.norm";"fit.bayes.gjrGARCH.skewnorm";"fit.bayes.gjrGARCH.t"
"17";"-8.80033392888526";"-8.56499075676032";"-9.34696735921279";"-7.97181835410834";"-8.40073109498723";"-7.4245168150268";"-8.47973536455662";"-8.65501209702955";"-9.12120303347464";"-7.94837109786624";"-8.5273331037658";"-9.26456175384983";"-7.40952745302308";"-6.76188917847398";"-7.44780274983712";"-8.6586622972794";"-8.30596861113056";"-9.38282191929079"
"18";"-8.29609749741171";"-8.4113360631462";"-8.50047561449048";"-6.59347359969881";"-7.19362361562954";"-7.01880132550904";"-8.0566263324367";"-8.18672494783238";"-8.39218707343375";"-8.1308398859563";"-8.17490836445744";"-8.90447938284494";"-6.81315950247286";"-7.40134059777115";"-7.34161488880834";"-8.48613217039357";"-8.2552972321013";"-8.68707174046593"
"19";"-7.83121317905859";"-7.71228741699365";"-8.38255684052676";"-6.14329075731563";"-6.5255213121619";"-6.58749698446984";"-7.36359491016655";"-7.75086407642881";"-8.14921426838085";"-7.57688746111311";"-7.97016714674521";"-7.57447022439037";"-6.38027543907821";"-6.66054942181404";"-7.1707156727863";"-7.17757684667086";"-7.40176692845412";"-8.4049392620841"
"20";"-6.91560850269277";"-7.17973827162644";"-8.03120093042369";"-6.52909808306016";"-6.5585802349748";"-6.45004379533377";"-6.91878121317105";"-7.35400175206653";"-7.6429319461961";"-7.92276905248488";"-7.859754761404";"-7.70626650170846";"-5.92442572225018";"-6.92983424441699";"-6.06203271119428";"-7.08164249360504";"-7.49666449443788";"-7.8154803710556"
"21";"-7.1573402500061";"-6.81419425119355";"-6.7136139271627";"-5.54220186879603";"-6.58227388690409";"-6.41642826334467";"-6.59176515664564";"-6.72928322724699";"-7.16210552358535";"-6.81591808891289";"-6.65332962248833";"-8.40796833477052";"-6.34941638009871";"-6.17002637330933";"-5.9677708753454";"-6.9481929426095";"-6.96308729874579";"-8.01270520179692"
"22";"-6.32049287852448";"-6.53173817209596";"-6.91962774703396";"-5.61598003860083";"-5.31824985369217";"-5.37395710212976";"-6.31374197187203";"-6.69036049639121";"-7.13261794160212";"-7.42493933085247";"-7.23965796828714";"-7.81977036740074";"-5.72796172772251";"-5.5471613056657";"-6.09863778564208";"-7.20174660072454";"-6.24343289529026";"-7.4390647225197"
"23";"-6.18544086995752";"-6.41733839557819";"-7.32250456693286";"-5.39810472037454";"-6.37116765229222";"-6.24866995668085";"-6.37645532931421";"-6.71954950765537";"-7.12270146667366";"-7.25972220985504";"-7.29355561711364";"-6.54481311897458";"-5.28991309938128";"-6.0606880592116";"-6.45372405431252";"-6.08209776856659";"-6.05170372814532";"-7.8940098781953"
"24";"-6.04368476165968";"-6.11638325958243";"-6.71722873211642";"-5.37757979163667";"-6.2418968548697";"-6.33204796346941";"-6.06270452299679";"-6.13747611292693";"-6.62929255427672";"-6.2321082550272";"-6.00805558593224";"-7.20486255489605";"-5.80969594212294";"-5.92994483884139";"-5.62516820282319";"-5.76524060334243";"-6.70811610357039";"-6.82811605103918"
"25";"-6.25642114277268";"-5.90036008740448";"-6.27407565109903";"-5.16229438724413";"-4.77020857723106";"-5.69412810035161";"-5.81496659262561";"-6.17800336453127";"-6.33860487597065";"-6.58358624816255";"-5.97650032104593";"-6.65412753167783";"-5.30507794820578";"-5.20167492580205";"-6.00318961601833";"-5.74076427831307";"-6.15560244338545";"-5.76467061747141"
"26";"-5.43400781296045";"-5.58497663686297";"-5.98953461961085";"-4.41767391132174";"-4.69785022407309";"-5.39282979426414";"-5.55729647922884";"-5.97737984069";"-5.99490670308497";"-5.40318988774614";"-6.40765610560469";"-6.44249473695586";"-5.51017250033484";"-4.72648375506072";"-4.7430667822661";"-5.27805380483142";"-5.37188064051041";"-6.20849525930057"
"27";"-5.20846258782253";"-5.37597901571777";"-5.92798579555543";"-4.58071597215863";"-4.99045028125408";"-4.87492897297379";"-5.28887532317758";"-5.76610522878923";"-6.04504874882474";"-4.53966715910359";"-5.60507301362646";"-5.93283133237012";"-5.05181830082453";"-4.62609292600339";"-4.78439902985839";"-5.07557451579108";"-5.72013844528821";"-5.73453367325348"
"28";"-5.19040335651236";"-5.34459916106917";"-5.83588600864354";"-3.88702003911548";"-3.74656964219313";"-4.40257276859544";"-5.15825948229977";"-5.52762333433654";"-5.77445629632416";"-5.82276994478894";"-5.57224444259856";"-5.92499750321579";"-4.16356193677559";"-4.8691647694175";"-5.1475788333888";"-4.94134045907446";"-5.25085909026537";"-5.66616248550957"
"29";"-4.96604423382899";"-5.10195738283696";"-5.76489684551706";"-3.81570690328322";"-3.67275419748248";"-4.50867279772935";"-4.95443372856377";"-5.03358991085869";"-5.22483778505616";"-5.13047630240288";"-5.17280701041354";"-5.13543619449922";"-3.73319821466706";"-4.02028845920184";"-4.49873690077731";"-4.78777503627791";"-5.18724480063741";"-5.31666169993324"
"30";"-4.61343495645321";"-5.03277307496284";"-5.31060209972986";"-3.7491957070529";"-4.08558948012166";"-4.61549248312504";"-5.19622179128677";"-5.13604830594664";"-5.39957201412998";"-4.64168581801384";"-5.4167811343856";"-5.34926190472809";"-4.84958954544724";"-4.69362331172361";"-3.7859888929354";"-4.9106864784231";"-4.09059083010114";"-5.93905621913631"
"31";"-5.49997592769623";"-5.7784114154138";"-5.99767409380616";"-5.06757369929067";"-4.98044965885084";"-5.20160456367402";"-5.81726137928978";"-6.13870525583966";"-6.40692377689996";"-5.56730185728869";"-5.46321375802915";"-6.25263867496387";"-5.22238823113072";"-5.25163903610039";"-5.49430471115794";"-5.93608554601159";"-5.99270073382992";"-6.12682022472979"
"32";"-5.3826989872007";"-5.43271511637824";"-5.73282135955154";"-4.54654648357627";"-4.72243158497385";"-5.12090974721681";"-5.75849550393149";"-5.67023931087572";"-5.76652483100144";"-5.29283568319711";"-5.85237336230907";"-6.84267338302533";"-4.7182495315385";"-4.91309368266222";"-4.97135987029625";"-5.31141985795494";"-5.48984840409424";"-5.45211786782819"
"33";"-6.15454608333576";"-6.38738510073152";"-6.45404036419542";"-6.07101001574053";"-6.67591805232109";"-6.70842529278735";"-7.19469991814745";"-7.26823000945167";"-7.95334709450326";"-6.44511023869194";"-6.03234500068587";"-6.90026619454149";"-7.32411100338363";"-6.91469708386997";"-6.27396409503269";"-7.36051818372486";"-8.09634078541796";"-7.2065265745169"
"34";"-5.80603337858307";"-5.99627521544421";"-6.19903927646789";"-5.57021096218347";"-5.59693409218958";"-5.97122359805506";"-6.71715355882816";"-6.83936956301251";"-6.99478954552832";"-5.68708594323881";"-6.59179560136197";"-6.07612896697133";"-5.77341718183245";"-6.03284258202723";"-5.51004958294289";"-6.42206373470196";"-6.50303216391057";"-7.02498506152315"
"35";"-6.7014627770611";"-6.97244303158191";"-6.91727719684897";"-6.72218731122233";"-8.12643001029266";"-7.13907529745208";"-8.00785471746855";"-8.05339693844642";"-8.64220073040868";"-6.68679084682526";"-6.62285497490109";"-7.43231188810759";"-7.60753356503877";"-9.62783078000108";"-7.3693799868869";"-7.91842688179263";"-7.18171562267366";"-8.07358406920461"
"36";"-6.67817606592264";"-6.75319952578498";"-6.98222010942516";"-6.81283407302821";"-6.53767680309301";"-7.10082275219544";"-7.48179779771708";"-7.64672925352623";"-7.62739002796144";"-6.26384856990961";"-7.26403784795231";"-7.22779444184523";"-6.57301342211258";"-6.84937281121347";"-7.06560169626839";"-7.63325678036068";"-7.1990872500271";"-8.01431063095235"
"37";"-6.18877921228773";"-6.4307129445158";"-6.54177914331498";"-5.77565050719223";"-6.32869717975473";"-6.12496659976113";"-7.02775738346558";"-7.20888559535333";"-7.04761328703725";"-6.21499989894667";"-6.62971371627292";"-6.77456045288169";"-5.64860268841966";"-7.11433014406396";"-7.28105669979148";"-7.42475970244888";"-6.78519252211476";"-7.39149889073442"
"38";"-5.98874990667247";"-6.33163134553116";"-6.45939327538921";"-7.07754608371523";"-7.33092039579929";"-6.62728252292918";"-6.96704203848409";"-7.15888267602718";"-7.08305240991898";"-5.969100473273";"-6.00143013317441";"-6.57876468232671";"-6.21199649839075";"-6.16943479703551";"-6.90528397279674";"-7.15329708432859";"-7.10866590130839";"-7.56213174787153"
"39";"-5.96381553966207";"-6.15508619569606";"-6.59295433645154";"-6.63847351314076";"-6.64069569540467";"-6.59042596407398";"-6.80320759149545";"-7.00621821288859";"-7.02628829498986";"-6.00673642810532";"-5.86708046314133";"-6.45205923912282";"-6.99492821634717";"-6.67721871857669";"-6.81093787770975";"-6.49448612389662";"-7.17011938149484";"-6.91192305572405"
"40";"-5.73593058498493";"-5.99498601722881";"-6.12549860812992";"-6.74374064685496";"-6.33757715760551";"-6.28218258385688";"-6.4152681733108";"-6.6461495482634";"-6.58370743009051";"-5.93064818868405";"-5.96003058403799";"-6.61617628909201";"-6.3250269995283";"-5.99455581850234";"-6.36278838293953";"-6.37053625505382";"-6.27527364936399";"-6.83806071685233"
"41";"-6.22177073491458";"-6.40404303652217";"-6.65223944625463";"-7.2758344617614";"-7.1117760628357";"-6.89222562521964";"-7.14888825607375";"-7.29132599457272";"-7.25759598383386";"-6.1017915937505";"-6.21536133824485";"-6.71168426052412";"-7.6749161981909";"-7.5242224847915";"-6.91784658709596";"-6.40143938468813";"-7.49291640166266";"-7.57950377510976"
"42";"-5.92467286492578";"-6.04520371715047";"-6.51756293299789";"-6.71187611777206";"-7.04580055806185";"-6.60425055432425";"-6.6991124751555";"-6.74382120840575";"-7.00819874204407";"-5.77216428097392";"-5.82751458586097";"-6.24796679821623";"-6.31307410862228";"-6.97824722278359";"-7.0831578072394";"-6.43982517918049";"-6.9544223541415";"-7.07882483154778"
"43";"-6.62134682282292";"-6.93061978671264";"-6.9616808516488";"-6.28483796037393";"-6.97344205582895";"-6.65462662904674";"-6.651862058443";"-6.90042814621725";"-6.77809778203681";"-6.60924900816563";"-6.36093249042609";"-7.41308435253659";"-5.8508289173226";"-6.55564632072394";"-6.7063731065935";"-6.47231177112283";"-6.45278111174873";"-7.38206979063375"
"44";"-6.19475829135453";"-6.39306291501374";"-6.55768433018958";"-5.95245748212968";"-5.6840657728851";"-6.25455408652559";"-6.2380163171706";"-6.42042234614591";"-6.56425292497016";"-6.16572025566287";"-6.22084179618394";"-6.38435967652942";"-6.08468722424697";"-6.35628607850763";"-6.80698327486111";"-6.25451882519899";"-6.33128009219964";"-6.46657107471462"
"45";"-6.01545227441981";"-6.3057001682001";"-6.54244233218588";"-5.65372303359567";"-6.0427819789652";"-5.94556014689359";"-6.04697569070946";"-6.20903889343403";"-6.23154077934509";"-6.49292730141853";"-6.08069629138981";"-6.61503198320481";"-6.14519712039217";"-5.93720741468332";"-6.07095141653253";"-5.90712551540706";"-6.10918854660529";"-6.14840504987223"
"46";"-6.11842477186886";"-6.35584191982189";"-6.50120680940779";"-6.20747571848779";"-6.90781309240032";"-6.34470587644706";"-6.4296587216519";"-6.54388055562635";"-6.64912564180458";"-6.0932420669798";"-6.28621261833735";"-6.75580501167012";"-6.21665454016395";"-6.47258286020845";"-6.38326083258639";"-6.10272669911454";"-6.43712926385335";"-6.64417478822709"
"47";"-5.86827592568162";"-6.1246445260847";"-6.26990895096379";"-6.41911113121224";"-6.80385318057555";"-6.69101763930493";"-6.22948840732422";"-6.39425454174774";"-6.5180387768944";"-5.69151001900445";"-6.04971704813929";"-6.6816211332428";"-5.88251867117465";"-5.57663599428529";"-6.70982262935186";"-6.10685440340897";"-6.46528964963399";"-6.57792137137552"
"48";"-5.57131201517792";"-5.82291272687966";"-5.97561650814196";"-6.20770672098139";"-6.73477765811538";"-6.34192566487692";"-5.92193491559735";"-6.06787049054132";"-6.20745554390837";"-5.64497127956839";"-5.73437739692624";"-6.07345414849356";"-5.75500055523065";"-5.9292080206435";"-5.92301620914842";"-5.4839798044202";"-5.69327146748601";"-6.44312168879613"
"49";"-5.63460953586413";"-5.88094986726488";"-6.04205558639272";"-5.6277195062613";"-6.00809728711607";"-6.47468221830147";"-5.72324808574714";"-5.87318353538324";"-6.00711679726786";"-5.70250595965972";"-5.7566604052428";"-5.78741237474607";"-5.72128394071975";"-6.54240616032626";"-6.42670583269608";"-5.64433542753295";"-6.03995976329538";"-5.86187874395169"
"50";"-5.45878174784711";"-5.58292119973915";"-5.83745838675931";"-5.60585793075695";"-6.33095979344266";"-5.73842919542673";"-5.57577690315602";"-5.70741848773441";"-5.81089100408312";"-5.26443099661491";"-5.22351741378652";"-5.73606768955114";"-5.96511489818932";"-4.77647221509122";"-6.21255533961616";"-5.69725861837292";"-5.41654963463725";"-5.7070967141586"
"51";"-5.18834501382614";"-5.46164327520931";"-5.6652134031736";"-5.43916201121823";"-5.91061622770054";"-5.398695965232";"-5.28682505336495";"-5.44850864591629";"-5.58292518114894";"-5.27549053612869";"-5.53678558069447";"-5.70161077865125";"-5.44508181857755";"-5.46281055252273";"-5.60705959767765";"-4.78278269828049";"-5.52595929665944";"-5.49519010691076"
"52";"-4.94416380042126";"-5.23215160011753";"-5.50384199382317";"-4.97935196005024";"-5.15196163083126";"-5.59672762889845";"-5.16731843635799";"-5.31416299239987";"-5.51778794574653";"-5.01433219892069";"-5.08017673381987";"-5.32330447309331";"-4.8409693877868";"-5.25661845850884";"-5.7710795954305";"-5.13372158278698";"-4.72511288068409";"-5.39550854584865"
"53";"-4.76614496174133";"-4.99122182143238";"-5.24614155987766";"-5.19663505289456";"-5.4418979605402";"-5.41440476109871";"-4.99347454671174";"-5.10543406684689";"-5.219982201958";"-4.71029669406093";"-4.96813635583276";"-5.45943904565944";"-4.9483112955838";"-4.64568564908227";"-5.13583121304108";"-4.99035055090807";"-4.8533452524114";"-5.32967295405161"
"54";"-5.10657089895404";"-5.29224370261483";"-5.47252482510397";"-5.63495935314778";"-6.15065641671447";"-5.50875272922339";"-5.53715883171989";"-5.53974277863098";"-5.9501601300281";"-5.60540057618219";"-5.5177808670926";"-5.77255060857372";"-6.00649166429366";"-5.65189879809642";"-5.62761236278205";"-5.65264672081953";"-5.18732796877904";"-5.91854086729737"
"55";"-4.93811287639569";"-5.08165610378163";"-5.25861492439572";"-5.31555727690791";"-5.70303756242674";"-5.49909303632025";"-5.21500904459381";"-5.21765801329082";"-5.53368137209189";"-4.99647505511296";"-5.08281240797709";"-4.97363301518477";"-5.11532466636822";"-5.37851749374881";"-5.35152890655258";"-5.03439590278895";"-5.05180414200195";"-5.36182864467276"
"56";"-4.74071382274075";"-4.85405350279119";"-5.05756867335091";"-4.86994463727707";"-5.73870683273595";"-5.17220187642543";"-5.06064007733124";"-4.91865043953568";"-5.18931003935324";"-4.54001152108258";"-4.33697662189389";"-4.97659464041373";"-5.32869166611466";"-5.1328846555807";"-4.95695607962447";"-4.76113681333345";"-4.8885098259087";"-5.51602635226967"
"57";"-4.57154167952707";"-4.68766061790947";"-4.90058783061949";"-5.17993977792925";"-5.70262423805656";"-5.20352300738807";"-5.01716501483684";"-5.08787958046345";"-5.09667167912286";"-4.63361530837863";"-4.48318472917157";"-5.11263516527695";"-4.87334813224219";"-5.03709342589171";"-5.34154998409736";"-4.7478398577481";"-4.68377133309595";"-5.1320465492392"
"58";"-4.54205226610077";"-4.64121917677495";"-5.24599377927506";"-5.6245094429519";"-5.14427607851773";"-5.82770259374758";"-4.89809629749761";"-4.95463241748421";"-5.09746441313833";"-4.91728635271566";"-4.50128098845114";"-5.01011984735294";"-4.41418727587148";"-5.13776394249472";"-5.11664039905788";"-4.55698704632961";"-4.78638123147839";"-5.09742846096957"
"59";"-4.27244670257796";"-4.3847287033514";"-4.51519921186421";"-4.7418233192219";"-4.97430003640614";"-4.99470341045415";"-4.61066486111766";"-4.74468759538064";"-5.00768015812003";"-4.28009316196061";"-4.25385534871443";"-4.99546460360854";"-4.40812258918652";"-5.07415497686538";"-4.94211350591921";"-4.39375996950005";"-4.4153275265749";"-4.71524989615726"
"60";"-4.29259988724637";"-4.40810118184828";"-4.60072161301904";"-4.85707422010276";"-5.6211304125838";"-5.50660419009832";"-4.7157997065573";"-4.86404989104651";"-5.09409094371103";"-4.05789725546991";"-4.3523547105444";"-5.03019042498686";"-4.90515111662231";"-5.03273370940534";"-5.02452581964008";"-4.67312052959935";"-4.60816751528419";"-5.13791496112356"
"61";"-4.14220765353349";"-4.23110937180183";"-4.46114981418425";"-4.6653915952025";"-5.15802264468781";"-5.30464916796423";"-4.57072230970707";"-4.70454951319876";"-4.79452468609476";"-4.06015013750113";"-4.23620413050359";"-4.3411041003773";"-4.87722397303127";"-4.55721202697355";"-4.611766959623";"-4.5875815825858";"-4.33260385771351";"-5.05291074955749"
"62";"-4.12153872604567";"-4.19182444472842";"-4.43510996535569";"-5.31889424473539";"-5.0641794113915";"-5.35400136800586";"-4.57415004219688";"-4.63181797378369";"-4.71644889590722";"-3.6770988709363";"-4.19529003574673";"-3.96942159271349";"-4.98157715716673";"-4.83617181318154";"-5.26732328988437";"-4.48895457937985";"-4.49041394127879";"-4.57476710118469"
"63";"-4.31898482623962";"-4.4590657317305";"-4.64907636620328";"-4.85745594410495";"-4.93737699377568";"-4.85466166979094";"-4.53457574437384";"-4.59642431749058";"-4.58881746850053";"-4.02345919982446";"-4.29784994346885";"-4.75033849832649";"-4.67302458922381";"-5.14422952621633";"-5.15992465895954";"-4.46035052092557";"-4.55653193125604";"-4.93636914928625"
"64";"-4.07692865411713";"-4.25458965007418";"-4.38972079454809";"-4.33146272756211";"-4.57987630910957";"-4.60874554238095";"-4.25551780898199";"-4.38768973016141";"-4.46713586562365";"-4.0900473383692";"-4.19302219748019";"-4.44774393146035";"-4.09104182121875";"-4.63678709556283";"-4.47763084488271";"-3.81069499997409";"-4.19525546848484";"-4.48940476162741"
"65";"-4.15906036043148";"-4.13483792371059";"-4.2979823197888";"-4.20254882862839";"-4.39409174120189";"-4.41118319953816";"-4.20980000163917";"-4.27336736084633";"-4.25765518071668";"-3.90946943021424";"-4.14875266077734";"-4.51137603395219";"-4.20560127568449";"-4.77787013659893";"-4.94822145331246";"-3.80484613019901";"-3.89317537789746";"-4.28722570879685"
"66";"-4.76992937573201";"-5.00608722762933";"-5.06630498292534";"-5.32643560306774";"-5.42910344828253";"-5.54249736826939";"-5.39627949649941";"-5.45503859883773";"-5.81455335022127";"-5.26403039883048";"-4.78736604866557";"-5.11854110579204";"-5.4847656435712";"-5.68641670394419";"-5.49474627783033";"-5.22240692895551";"-4.93316052094063";"-5.63421327807439"
"67";"-4.64006325671833";"-4.76983790611536";"-4.85170061886298";"-4.94832271528896";"-5.40913709798857";"-5.35674147720988";"-5.13069136606124";"-5.21561722362087";"-5.34436841389237";"-4.57507024200712";"-4.55544304263657";"-5.04696174580768";"-4.92986383168958";"-5.24404973040697";"-5.28377816066996";"-4.88400252983091";"-5.36328579311174";"-5.42275263274131"
"68";"-4.41145165814551";"-4.60829735077011";"-4.7167654629435";"-4.92890521344732";"-4.53268044730555";"-4.92900101506825";"-4.88652856427908";"-5.01307170627615";"-4.91636524052164";"-4.30382037214045";"-4.36795691060389";"-4.56662895021336";"-4.98446712059546";"-4.72646122198783";"-4.93409239927413";"-4.82110824352841";"-5.07821514427241";"-5.14399927054915"
"69";"-4.44324124767386";"-4.5919249288373";"-4.6244172278318";"-4.43603544432998";"-4.48095999156455";"-4.71885604606538";"-4.68254581827813";"-4.79957006082437";"-4.7772901312728";"-4.40648116763141";"-4.54892876739534";"-4.74037714152217";"-4.52481415059789";"-4.81093801733856";"-4.67905591177916";"-4.4110300405133";"-4.78461445488079";"-4.93074896295483"
"70";"-4.97657332915327";"-5.19248131730956";"-5.12808490044184";"-5.41800932168335";"-5.40073517618943";"-5.51624500572313";"-5.57982441172236";"-5.73625700196372";"-6.01650831528239";"-4.9111156954797";"-5.18350086242829";"-5.32217205480314";"-5.56197564149815";"-5.399409375828";"-5.98820663402986";"-5.6007570434606";"-5.30934461821646";"-5.8106119504733"
"71";"-4.8340108756858";"-4.95875506534595";"-5.01450607339015";"-5.37420731595383";"-5.74054462279066";"-5.45941861265346";"-5.40663267320706";"-5.32389006197983";"-5.52334638616492";"-4.71664563994233";"-5.08805136618115";"-5.4901564181436";"-5.40370560610886";"-5.98201088553591";"-5.18682304930265";"-5.18337185513525";"-5.1981582516348";"-5.7881367734232"
"72";"-4.60738713843521";"-4.77305830449361";"-4.82396473121512";"-5.23909026147245";"-5.35024569831058";"-5.21960272277214";"-5.13428958998602";"-5.28729971141558";"-5.20147189501148";"-4.40969975787846";"-4.42702478585649";"-4.88618560547118";"-4.8745755367394";"-6.05881394663139";"-5.15973181147863";"-4.97041853778112";"-4.99995704148427";"-5.30876381593867"
