"Model";"Violation.percentage";"LR.UC";"pval.UC";"LR.Ind";"pval.Ind";"LR.CC";"pval.CC";"DQ";"pval.DQ"
"fit.mle.sGARCH.norm";1.6;1.53827672877169;0.214874492985115;0.260703999962407;0.609636909492962;1.7989807287341;0.40677691493431;3.00751486062501;0.807903046067504
"fit.mle.sGARCH.skewnorm";1.6;1.53827672877169;0.214874492985115;0.260703999962407;0.609636909492962;1.7989807287341;0.40677691493431;3.07996127111893;0.79874603037705
"fit.mle.sGARCH.t";1.4;0.718703026060786;0.396569669891385;0.199193712511925;0.655372446633103;0.917896738572711;0.631947871976825;4.53401869260732;0.604805684598863
"fit.mle.eGARCH.norm";2.8;10.9939808955854;0.000914082610197986;0.808359704763767;0.368605649254712;11.8023406003491;0.00273624072126233;23.5988292741843;0.000618831570703526
"fit.mle.eGARCH.skewnorm";2;3.91361957646125;0.0478963353498846;0.409026466822806;0.522464046335568;4.32264604328406;0.115172644294317;17.7203823329966;0.00697031976497098
"fit.mle.eGARCH.t";2;3.91361957646125;0.0478963353498846;0.409026466822806;0.522464046335568;4.32264604328406;0.115172644294317;18.0121582220378;0.00620188284170442
"fit.mle.gjrGARCH.norm";2;3.91361957646125;0.0478963353498846;0.409026466822806;0.522464046335568;4.32264604328406;0.115172644294317;9.95697814968917;0.126475493737914
"fit.mle.gjrGARCH.skewnorm";1.4;0.718703026060786;0.396569669891385;0.199193712511925;0.655372446633103;0.917896738572711;0.631947871976825;8.13951256065805;0.228059450661276
"fit.mle.gjrGARCH.t";1.6;1.53827672877169;0.214874492985115;0.260703999962407;0.609636909492962;1.7989807287341;0.40677691493431;8.65072466762024;0.194194725007406
"fit.bayes.sGARCH.norm";2;3.91361957646125;0.0478963353498846;0.409026466822806;0.522464046335568;4.32264604328406;0.115172644294317;7.35438774280063;0.289312894612719
"fit.bayes.sGARCH.skewnorm";1.6;1.53827672877169;0.214874492985115;0.260703999962407;0.609636909492962;1.7989807287341;0.40677691493431;3.36803379168418;0.761436320898363
"fit.bayes.sGARCH.t";1.2;0.189880245328871;0.663016306966978;0.146048230273232;0.702340782974193;0.335928475602103;0.845384066937259;1.87311214101938;0.930990574195925
"fit.bayes.eGARCH.norm";2.8;10.9939808955854;0.000914082610197986;0.808359704763767;0.368605649254712;11.8023406003491;0.00273624072126233;22.908292269678;0.000827782917329212
"fit.bayes.eGARCH.skewnorm";2.2;5.41908484225966;0.0199177971944666;0.495943642149829;0.48128789368884;5.91502848440949;0.0519478866770966;12.5531504244803;0.0507069834544588
"fit.bayes.eGARCH.t";2;3.91361957646125;0.0478963353498846;0.409026466822806;0.522464046335568;4.32264604328406;0.115172644294317;10.7440653733588;0.0966158588371209
"fit.bayes.gjrGARCH.norm";2.8;10.9939808955854;0.000914082610197986;0.808359704763767;0.368605649254712;11.8023406003491;0.00273624072126233;22.8019182278357;0.000865609154259817
"fit.bayes.gjrGARCH.skewnorm";2.2;5.41908484225966;0.0199177971944666;0.495943642149829;0.48128789368884;5.91502848440949;0.0519478866770966;12.1829101260733;0.0580105082622663
"fit.bayes.gjrGARCH.t";1.6;1.53827672877169;0.214874492985115;0.260703999962407;0.609636909492962;1.7989807287341;0.40677691493431;7.93637191321754;0.242802035036754
