1;-19.3796265072681;-19.6657668566476;-23.1533884413762;-24.0084108618007;-23.1762478244128;-23.9844670561559;-24.1512449934686;-25.4536462680899;-30.0329570519196;-19.0299890524971;-20.4659097883273;-17.178924905578;-19.9310523831768;-20.9679660736118;-24.6601774985377;-19.3260018065998;-23.5213056678556;-22.8241954144163
2;-17.8557930793244;-19.055086300006;-21.8141782584832;-23.2683563328973;-24.9438189086532;-21.6812674962057;-23.2066285290145;-24.2403819027797;-27.1658585736472;-24.1002205329864;-20.6029305597461;-23.204279066202;-26.9622023470772;-23.4109965786164;-18.2247786386381;-20.0817744111775;-19.8585250282204;-21.5389725473448
3;-16.7287179461064;-18.1353862675182;-22.5594839985353;-19.0502857814594;-25.9515233120753;-22.4123791356695;-21.4054616696856;-22.6466449398352;-27.9426285708817;-20.7248350805683;-19.4927921432064;-20.4843231474518;-18.133848350904;-13.7452983412007;-17.0447850258331;-19.6465775635738;-20.6784027280941;-17.4172587514699
4;-16.1659166250166;-17.2360671986953;-19.842964480449;-20.9747830772585;-23.8254048306996;-20.1676931426498;-23.0676539103079;-21.1063433122828;-26.5869794337034;-17.8236227596799;-17.7291117001449;-18.691630492674;-21.7146116950329;-17.8526480740153;-20.9416401510331;-18.5832352315082;-16.7459112344503;-24.2844293089653
5;-17.0911024944828;-17.1912321961368;-19.7755693906192;-20.5111771600618;-20.8653205207008;-19.4835269158548;-21.0326522511506;-21.3370596914109;-25.4780445960675;-15.9171225919735;-16.4883868066855;-19.4143080114915;-15.008852704338;-18.6813639991956;-21.6483739616387;-19.6200602805907;-19.9405088396006;-24.2634507314429
6;-17.3215045822696;-19.7812225562914;-21.0221348359048;-25.8401219567382;-23.2569528511638;-32.4471905259114;-23.6631456719246;-22.4027991100916;-25.2088072317595;-18.0406074922765;-15.6943768621191;-18.3453335857385;-24.1086307769725;-36.7977377445432;-21.0073258963884;-24.3578716068164;-22.29629780896;-24.1240350023198
7;-16.9572192265177;-20.3004664828104;-23.6564857230783;-23.8121964534907;-26.1674270209516;-22.2116449605756;-24.3354444115138;-23.7259633304456;-27.6402271811154;-23.8799623652708;-19.2048812109809;-17.3515292788808;-20.6741514831538;-21.3584193359237;-20.1454331829881;-18.159039616961;-18.6570463596729;-27.9148829830352
8;-16.9427512492556;-19.7812153675467;-18.3486859648552;-26.3611988144634;-26.1647287947447;-21.6798395659848;-21.7226388486058;-22.9777590365237;-27.2793622435876;-18.1316732772028;-13.0048451696772;-16.6374181833315;-18.2389022712039;-16.327284766263;-21.4379606421876;-20.5481244143965;-19.867112771608;-22.0126403148439
9;-16.8247872074907;-16.9452646313979;-20.2044309012061;-18.9102296950096;-23.5159851829095;-33.0278564760248;-22.063437121243;-22.9985412611155;-25.2960497639281;-15.093900728368;-20.142786160592;-14.4476805107618;-19.0924884738486;-17.3078303394005;-19.581250793003;-19.1179602548396;-11.7054567872031;-24.4894919260612
10;-15.7456904915404;-16.2809283886098;-18.905470129405;-21.628677863908;-24.9865633976048;-35.7723303217569;-20.643675698596;-20.9883905720007;-25.030623668966;-19.3032530980566;-20.266667310811;-18.1253584627514;-18.293552262627;-17.2262237623322;-19.7086309490428;-19.6599805606859;-22.2404584659795;-17.4558673332744
11;-15.3232413378601;-15.7630936136801;-19.9755760370471;-19.5350181115222;-23.9725516411101;-17.8688703899385;-17.8203564143898;-21.6702553927469;-24.4742847824971;-14.7472815303912;-11.9025198941632;-18.2762568268691;-18.9478114203483;-17.3467109091074;-21.3876561299059;-12.7456492385272;-16.9042195900226;-19.2754839177851
12;-15.6740233772201;-16.6178179724774;-20.3514838378773;-18.1176242597602;-21.0166768405053;-17.532787166425;-20.6144708185176;-19.6751406734565;-23.4328857151783;-19.8310432067115;-12.3768735983761;-15.6924520866588;-14.2534957836919;-20.4582280712008;-18.4744803660038;-20.7660935295733;-16.7753277305325;-16.9141703408918
13;-15.5742689604956;-14.9832627012342;-19.2659661806458;-15.561435073569;-18.3005366302171;-22.5366446513522;-17.594853511757;-18.7862071808231;-23.5856658419312;-14.3530335134868;-11.6757620618852;-13.6480692444957;-17.5294661636897;-12.9533153456523;-15.9888493360924;-12.6766233872757;-17.6574145643849;-15.8551228817454
14;-18.2503245485417;-17.3022177304164;-20.8867513369091;-26.0206360825425;-20.6517139141183;-23.6039548973077;-24.0818490045879;-25.2684955717849;-24.255861422836;-18.115968634003;-16.4242783881638;-21.3458813250367;-22.9800154258265;-20.7672833203811;-19.7983988076525;-33.617989609008;-32.04310647384;-18.5158575469512
15;-16.9509101683427;-17.8022912809835;-20.9379157343454;-19.3640153003281;-23.3033409513345;-25.3546741269131;-23.7499515421905;-25.1186342136442;-25.9970704959632;-14.4588291434831;-17.8435652858859;-20.1894322812463;-18.0530260412962;-18.6080603120854;-18.8331157277485;-22.2311477319426;-18.4679892756525;-27.1324355775543
16;-16.2141157433713;-15.8166124531029;-21.3874143824827;-21.5729500696912;-22.6088823009586;-31.5928223471309;-24.2168144199908;-21.7071009243398;-25.0833199720716;-16.8832210852257;-24.8050039306897;-19.261791680482;-16.1945433584037;-20.5400236138346;-15.1471780499364;-19.0505728406614;-21.4243632068831;-21.2971391010635
17;-15.5345906439003;-16.0769457167285;-19.1513401835227;-19.6716300917859;-20.720786301448;-23.189973625866;-22.6867244707378;-23.2851805591027;-24.5511606627101;-13.5376406083285;-13.4617315999507;-17.544411717852;-12.6347094605096;-19.7940933446093;-23.7168260814894;-18.873879712576;-21.0382149815725;-17.6024196049351
18;-16.9073632673777;-18.8819991104744;-20.1730220270437;-21.6597646888511;-26.6568464684869;-26.266801608598;-26.5600355580997;-25.7433652579264;-29.3056665304984;-21.6549918177812;-17.7162916512902;-14.6415614361193;-18.487940559921;-20.3370433447174;-18.6773608646222;-30.78636726206;-31.2128595814282;-24.8949061701984
19;-16.9265765081247;-18.3531098559498;-19.118768837806;-23.0541475952591;-23.1191998223122;-19.0069960817544;-25.5882576467594;-26.6341615991966;-26.3351519072327;-16.9631258650945;-15.8252552182429;-18.8477431856345;-18.2410747475126;-25.1631032915586;-22.9897731542359;-16.7527237646485;-23.3199865327534;-26.6861620338168
20;-16.2560180019063;-16.6363038413041;-19.1357142669211;-24.0953247794265;-24.6079241409953;-21.5187681603314;-24.2020590371525;-24.0015872978038;-28.5290095239259;-15.1620783404586;-13.4642091891555;-16.5391459626101;-23.1157391627141;-20.6317445088551;-17.4422799180164;-22.0444527741819;-22.1879496021073;-18.5831736818758
21;-16.1648445869084;-15.0614922757268;-20.6640767439511;-23.5194209578343;-21.8188587503423;-35.1616206001424;-23.4859322803806;-23.9491524223071;-24.7681433918363;-15.3070685551062;-17.6927786800337;-17.271803813487;-17.8721567184197;-21.233166133916;-20.6109112841951;-15.8916403363267;-28.5497631570559;-21.6748645938751
22;-16.9227021771542;-17.5783216895166;-19.5849002044357;-24.5131924772446;-27.1914125268518;-23.4874826255084;-24.7638324451544;-25.7190389985324;-26.2282866109475;-18.1753358695893;-15.4100560914956;-18.7952632058903;-23.2966643761496;-22.2082050173697;-35.4760455739973;-21.0347542608071;-21.3839607236822;-23.4568482548199
23;-17.1317182477169;-19.8330818840002;-19.670826651448;-24.9649600922674;-26.5003856464162;-32.9765839165044;-23.9949268348064;-26.7539208328801;-25.3807725994085;-15.9732397720127;-15.841524298617;-18.5490758194636;-32.9116482261081;-18.8084299320132;-19.8706511971138;-23.0592989155692;-21.9819947712747;-28.3938580128535
24;-19.2952737879235;-18.2813442203317;-20.2243597243087;-23.0573002503487;-24.1611123304449;-32.4644695931266;-22.4555499982749;-25.6914129987329;-23.3866285755816;-16.9619973547353;-14.8479130453659;-21.2177940862003;-23.8652766864071;-16.6961209424565;-22.0528387886216;-21.5456963021709;-22.611511232469;-27.2038006205241
25;-16.4649615917291;-16.6696834997039;-20.5468159309569;-23.6721508349242;-24.1609576578305;-23.7166122643944;-22.3055613934266;-24.1988685498989;-24.3625521960427;-15.6327218202045;-16.1469666737289;-17.3137552930462;-24.1566419879057;-23.4331824229493;-18.6909184433742;-21.5218591664077;-22.6298367575182;-21.1841148104085
26;-16.5927296694503;-17.7594897147058;-19.9916697383105;-23.3701064776587;-27.282083731843;-39.9960343239847;-23.168512349451;-24.9982756881142;-26.4219827461391;-13.3894134906757;-17.9441281871118;-17.9283691704694;-29.5227368610909;-32.1599379148575;-24.1423609983165;-18.3305142912402;-21.6923975375661;-22.6084187344164
27;-18.8645880291328;-19.3700999086464;-21.9306877751783;-31.025844178914;-30.5267154522781;-45.7537018269345;-27.8926910627497;-29.4071388120255;-27.9618462276508;-17.4977384695429;-17.9467881873261;-18.1565526587602;-26.649564478661;-34.4452043389454;-28.1299597410572;-31.7043456861555;-25.5632089402609;-23.2768137648776
28;-20.0192006410931;-17.6818096210105;-20.7431949633987;-29.3632060047614;-28.2894592443349;-40.7204973468807;-26.3092052803739;-26.4168517426261;-26.4016337677003;-14.4473310151535;-18.3023000480727;-20.1089092100757;-30.4515548640134;-26.4423851894402;-26.0856819857726;-28.0791413254881;-22.912339207263;-22.7775056545509
29;-19.1691635329546;-18.7648267412553;-20.7200112591304;-24.3678077996146;-28.2048386417337;-23.0321234912572;-25.2434951370775;-25.6803210005573;-26.9709111114166;-15.0766708440859;-25.9236862831231;-20.0339500474988;-27.3289099933529;-29.7615405768988;-20.54511589753;-20.1416566933356;-23.8281700109472;-22.6703563368095
30;-18.3502502598532;-19.4959090680022;-21.0727462931689;-29.3472389811597;-29.2647468729617;-28.0718215989667;-27.3225309067672;-29.9083775959563;-27.5711777273093;-19.7765715045907;-14.2814896936837;-16.1187256224771;-22.111202797295;-30.6789754813581;-26.1306356624843;-21.1696740668626;-32.5027572655189;-29.0899447849409
